,ds,y,ARRECADACAO_D-5,ARRECADACAO_D-4,ARRECADACAO_D-3,ARRECADACAO_D-2,ARRECADACAO_D-1
220,2009-11-20,1804337.6088066516,1514494.0856619684,2137699.8764917594,1566658.9335970096,1684616.620726819,1465271.9486153056
221,2009-11-23,1766383.0711287442,2137699.8764917594,1566658.9335970096,1684616.620726819,1465271.9486153056,1804337.6088066516
222,2009-11-24,1558055.374397901,1566658.9335970096,1684616.620726819,1465271.9486153056,1804337.6088066516,1766383.0711287442
223,2009-11-25,1945355.9466792587,1684616.620726819,1465271.9486153056,1804337.6088066516,1766383.0711287442,1558055.374397901
224,2009-11-26,1592489.6980432402,1465271.9486153056,1804337.6088066516,1766383.0711287442,1558055.374397901,1945355.9466792587
225,2009-11-27,2088906.7496230286,1804337.6088066516,1766383.0711287442,1558055.374397901,1945355.9466792587,1592489.6980432402
226,2009-11-30,2101931.786079083,1766383.0711287442,1558055.374397901,1945355.9466792587,1592489.6980432402,2088906.7496230286
227,2009-12-01,2089521.7780828136,1558055.374397901,1945355.9466792587,1592489.6980432402,2088906.7496230286,2101931.786079083
228,2009-12-02,1832501.8863972467,1945355.9466792587,1592489.6980432402,2088906.7496230286,2101931.786079083,2089521.7780828136
229,2009-12-03,1718130.3901027194,1592489.6980432402,2088906.7496230286,2101931.786079083,2089521.7780828136,1832501.8863972467
230,2009-12-04,1941956.529101926,2088906.7496230286,2101931.786079083,2089521.7780828136,1832501.8863972467,1718130.3901027194
231,2009-12-07,1887184.3892248927,2101931.786079083,2089521.7780828136,1832501.8863972467,1718130.3901027194,1941956.529101926
232,2009-12-08,1466794.2078470404,2089521.7780828136,1832501.8863972467,1718130.3901027194,1941956.529101926,1887184.3892248927
233,2009-12-09,1605214.4513877167,1832501.8863972467,1718130.3901027194,1941956.529101926,1887184.3892248927,1466794.2078470404
