,ds,y,ARRECADACAO_D-5,ARRECADACAO_D-4,ARRECADACAO_D-3,ARRECADACAO_D-2,ARRECADACAO_D-1
52,2009-03-27,515328.8762226342,296046.32935175375,663292.8215133592,382416.0593894186,237513.28359816383,442542.1351400659
53,2009-03-30,2245220.2446671966,663292.8215133592,382416.0593894186,237513.28359816383,442542.1351400659,515328.8762226342
54,2009-03-31,977447.7763020833,382416.0593894186,237513.28359816383,442542.1351400659,515328.8762226342,2245220.2446671966
55,2009-04-01,548964.2627497846,237513.28359816383,442542.1351400659,515328.8762226342,2245220.2446671966,977447.7763020833
56,2009-04-02,1167328.0859012576,442542.1351400659,515328.8762226342,2245220.2446671966,977447.7763020833,548964.2627497846
57,2009-04-03,546276.933301996,515328.8762226342,2245220.2446671966,977447.7763020833,548964.2627497846,1167328.0859012576
58,2009-04-06,394977.43480574974,2245220.2446671966,977447.7763020833,548964.2627497846,1167328.0859012576,546276.933301996
59,2009-04-07,603229.2258778283,977447.7763020833,548964.2627497846,1167328.0859012576,546276.933301996,394977.43480574974
60,2009-04-08,516116.02124912513,548964.2627497846,1167328.0859012576,546276.933301996,394977.43480574974,603229.2258778283
61,2009-04-09,933514.8911093591,1167328.0859012576,546276.933301996,394977.43480574974,603229.2258778283,516116.02124912513
62,2009-04-13,624731.0922896698,546276.933301996,394977.43480574974,603229.2258778283,516116.02124912513,933514.8911093591
63,2009-04-14,961240.5281230706,394977.43480574974,603229.2258778283,516116.02124912513,933514.8911093591,624731.0922896698
64,2009-04-15,490029.2846472699,603229.2258778283,516116.02124912513,933514.8911093591,624731.0922896698,961240.5281230706
65,2009-04-16,431732.2959673462,516116.02124912513,933514.8911093591,624731.0922896698,961240.5281230706,490029.2846472699
66,2009-04-17,805727.8788008281,933514.8911093591,624731.0922896698,961240.5281230706,490029.2846472699,431732.2959673462
67,2009-04-20,291602.0485439154,624731.0922896698,961240.5281230706,490029.2846472699,431732.2959673462,805727.8788008281
68,2009-04-22,506438.5435817487,961240.5281230706,490029.2846472699,431732.2959673462,805727.8788008281,291602.0485439154
69,2009-04-23,747538.9240899747,490029.2846472699,431732.2959673462,805727.8788008281,291602.0485439154,506438.5435817487
70,2009-04-24,798513.1879287099,431732.2959673462,805727.8788008281,291602.0485439154,506438.5435817487,747538.9240899747
71,2009-04-27,473995.82089252694,805727.8788008281,291602.0485439154,506438.5435817487,747538.9240899747,798513.1879287099
72,2009-04-28,1445496.742888298,291602.0485439154,506438.5435817487,747538.9240899747,798513.1879287099,473995.82089252694
73,2009-04-29,709726.9106527073,506438.5435817487,747538.9240899747,798513.1879287099,473995.82089252694,1445496.742888298
74,2009-04-30,3145297.8440923323,747538.9240899747,798513.1879287099,473995.82089252694,1445496.742888298,709726.9106527073
75,2009-05-04,606051.2389353256,798513.1879287099,473995.82089252694,1445496.742888298,709726.9106527073,3145297.8440923323
76,2009-05-05,1484018.1544138517,473995.82089252694,1445496.742888298,709726.9106527073,3145297.8440923323,606051.2389353256
77,2009-05-06,938277.9567903462,1445496.742888298,709726.9106527073,3145297.8440923323,606051.2389353256,1484018.1544138517
78,2009-05-07,330941.0065653932,709726.9106527073,3145297.8440923323,606051.2389353256,1484018.1544138517,938277.9567903462
79,2009-05-08,328025.4990338793,3145297.8440923323,606051.2389353256,1484018.1544138517,938277.9567903462,330941.0065653932
80,2009-05-11,439610.19722585,606051.2389353256,1484018.1544138517,938277.9567903462,330941.0065653932,328025.4990338793
81,2009-05-12,829802.7569233567,1484018.1544138517,938277.9567903462,330941.0065653932,328025.4990338793,439610.19722585
82,2009-05-13,552001.5738006562,938277.9567903462,330941.0065653932,328025.4990338793,439610.19722585,829802.7569233567
83,2009-05-14,427022.10976713325,330941.0065653932,328025.4990338793,439610.19722585,829802.7569233567,552001.5738006562
84,2009-05-15,785240.5348612017,328025.4990338793,439610.19722585,829802.7569233567,552001.5738006562,427022.10976713325
85,2009-05-18,764623.7902262311,439610.19722585,829802.7569233567,552001.5738006562,427022.10976713325,785240.5348612017
86,2009-05-19,644324.5033087974,829802.7569233567,552001.5738006562,427022.10976713325,785240.5348612017,764623.7902262311
87,2009-05-20,938992.1662282954,552001.5738006562,427022.10976713325,785240.5348612017,764623.7902262311,644324.5033087974
88,2009-05-21,349551.9112665249,427022.10976713325,785240.5348612017,764623.7902262311,644324.5033087974,938992.1662282954
89,2009-05-22,915016.6948399671,785240.5348612017,764623.7902262311,644324.5033087974,938992.1662282954,349551.9112665249
90,2009-05-25,728311.7230334862,764623.7902262311,644324.5033087974,938992.1662282954,349551.9112665249,915016.6948399671
91,2009-05-26,1294460.1749302137,644324.5033087974,938992.1662282954,349551.9112665249,915016.6948399671,728311.7230334862
92,2009-05-27,720239.044869484,938992.1662282954,349551.9112665249,915016.6948399671,728311.7230334862,1294460.1749302137
93,2009-05-28,577947.0714378756,349551.9112665249,915016.6948399671,728311.7230334862,1294460.1749302137,720239.044869484
94,2009-05-29,667591.933171584,915016.6948399671,728311.7230334862,1294460.1749302137,720239.044869484,577947.0714378756
95,2009-05-31,155.88901198127235,728311.7230334862,1294460.1749302137,720239.044869484,577947.0714378756,667591.933171584
96,2009-06-01,668112.4985922271,1294460.1749302137,720239.044869484,577947.0714378756,667591.933171584,155.88901198127235
97,2009-06-02,973220.0510374282,720239.044869484,577947.0714378756,667591.933171584,155.88901198127235,668112.4985922271
98,2009-06-03,508660.24811294855,577947.0714378756,667591.933171584,155.88901198127235,668112.4985922271,973220.0510374282
99,2009-06-04,625809.1756225799,667591.933171584,155.88901198127235,668112.4985922271,973220.0510374282,508660.24811294855
100,2009-06-05,642826.4452660116,155.88901198127235,668112.4985922271,973220.0510374282,508660.24811294855,625809.1756225799
101,2009-06-08,542973.8108639411,668112.4985922271,973220.0510374282,508660.24811294855,625809.1756225799,642826.4452660116
102,2009-06-09,505588.7494550858,973220.0510374282,508660.24811294855,625809.1756225799,642826.4452660116,542973.8108639411
103,2009-06-10,1524221.7861966218,508660.24811294855,625809.1756225799,642826.4452660116,542973.8108639411,505588.7494550858
104,2009-06-12,518549.5984821126,625809.1756225799,642826.4452660116,542973.8108639411,505588.7494550858,1524221.7861966218
105,2009-06-15,350234.4942875277,642826.4452660116,542973.8108639411,505588.7494550858,1524221.7861966218,518549.5984821126
106,2009-06-16,458966.33843773213,542973.8108639411,505588.7494550858,1524221.7861966218,518549.5984821126,350234.4942875277
107,2009-06-17,595562.7134546331,505588.7494550858,1524221.7861966218,518549.5984821126,350234.4942875277,458966.33843773213
108,2009-06-18,1121830.79104471,1524221.7861966218,518549.5984821126,350234.4942875277,458966.33843773213,595562.7134546331
109,2009-06-19,908916.5444780878,518549.5984821126,350234.4942875277,458966.33843773213,595562.7134546331,1121830.79104471
110,2009-06-22,942816.5510383138,350234.4942875277,458966.33843773213,595562.7134546331,1121830.79104471,908916.5444780878
111,2009-06-23,1121289.5482597677,458966.33843773213,595562.7134546331,1121830.79104471,908916.5444780878,942816.5510383138
112,2009-06-24,518042.8602047795,595562.7134546331,1121830.79104471,908916.5444780878,942816.5510383138,1121289.5482597677
113,2009-06-25,509480.539257047,1121830.79104471,908916.5444780878,942816.5510383138,1121289.5482597677,518042.8602047795
114,2009-06-26,855155.434639717,908916.5444780878,942816.5510383138,1121289.5482597677,518042.8602047795,509480.539257047
115,2009-06-29,509532.69433889486,942816.5510383138,1121289.5482597677,518042.8602047795,509480.539257047,855155.434639717
116,2009-06-30,1827752.0146175758,1121289.5482597677,518042.8602047795,509480.539257047,855155.434639717,509532.69433889486
117,2009-07-01,771918.3840727616,518042.8602047795,509480.539257047,855155.434639717,509532.69433889486,1827752.0146175758
118,2009-07-02,744225.6471098394,509480.539257047,855155.434639717,509532.69433889486,1827752.0146175758,771918.3840727616
119,2009-07-03,566763.1909329458,855155.434639717,509532.69433889486,1827752.0146175758,771918.3840727616,744225.6471098394
120,2009-07-06,919670.5732492253,509532.69433889486,1827752.0146175758,771918.3840727616,744225.6471098394,566763.1909329458
121,2009-07-07,1023807.0180069085,1827752.0146175758,771918.3840727616,744225.6471098394,566763.1909329458,919670.5732492253
122,2009-07-08,766048.8966441818,771918.3840727616,744225.6471098394,566763.1909329458,919670.5732492253,1023807.0180069085
123,2009-07-09,648201.0288079106,744225.6471098394,566763.1909329458,919670.5732492253,1023807.0180069085,766048.8966441818
124,2009-07-10,415573.3320030243,566763.1909329458,919670.5732492253,1023807.0180069085,766048.8966441818,648201.0288079106
125,2009-07-13,1053524.936164144,919670.5732492253,1023807.0180069085,766048.8966441818,648201.0288079106,415573.3320030243
126,2009-07-14,1193157.122648659,1023807.0180069085,766048.8966441818,648201.0288079106,415573.3320030243,1053524.936164144
127,2009-07-15,1387083.3180365586,766048.8966441818,648201.0288079106,415573.3320030243,1053524.936164144,1193157.122648659
128,2009-07-16,424818.50481342565,648201.0288079106,415573.3320030243,1053524.936164144,1193157.122648659,1387083.3180365586
129,2009-07-17,810313.8642213095,415573.3320030243,1053524.936164144,1193157.122648659,1387083.3180365586,424818.50481342565
130,2009-07-20,760225.7412207017,1053524.936164144,1193157.122648659,1387083.3180365586,424818.50481342565,810313.8642213095
131,2009-07-21,1049402.1378236697,1193157.122648659,1387083.3180365586,424818.50481342565,810313.8642213095,760225.7412207017
132,2009-07-22,824197.563346923,1387083.3180365586,424818.50481342565,810313.8642213095,760225.7412207017,1049402.1378236697
133,2009-07-23,823981.1806312545,424818.50481342565,810313.8642213095,760225.7412207017,1049402.1378236697,824197.563346923
134,2009-07-24,796145.8971162143,810313.8642213095,760225.7412207017,1049402.1378236697,824197.563346923,823981.1806312545
135,2009-07-27,781527.461903251,760225.7412207017,1049402.1378236697,824197.563346923,823981.1806312545,796145.8971162143
136,2009-07-28,399482.89923354035,1049402.1378236697,824197.563346923,823981.1806312545,796145.8971162143,781527.461903251
137,2009-07-29,1454184.9133642684,824197.563346923,823981.1806312545,796145.8971162143,781527.461903251,399482.89923354035
138,2009-07-30,1013766.4249341022,823981.1806312545,796145.8971162143,781527.461903251,399482.89923354035,1454184.9133642684
139,2009-07-31,740532.8887886379,796145.8971162143,781527.461903251,399482.89923354035,1454184.9133642684,1013766.4249341022
140,2009-08-03,582490.4264101197,781527.461903251,399482.89923354035,1454184.9133642684,1013766.4249341022,740532.8887886379
141,2009-08-04,681389.7213214532,399482.89923354035,1454184.9133642684,1013766.4249341022,740532.8887886379,582490.4264101197
142,2009-08-05,639013.6193198811,1454184.9133642684,1013766.4249341022,740532.8887886379,582490.4264101197,681389.7213214532
143,2009-08-06,633638.0008155674,1013766.4249341022,740532.8887886379,582490.4264101197,681389.7213214532,639013.6193198811
144,2009-08-07,304652.15090208873,740532.8887886379,582490.4264101197,681389.7213214532,639013.6193198811,633638.0008155674
145,2009-08-10,472820.29559348593,582490.4264101197,681389.7213214532,639013.6193198811,633638.0008155674,304652.15090208873
146,2009-08-11,1356289.2215846628,681389.7213214532,639013.6193198811,633638.0008155674,304652.15090208873,472820.29559348593
147,2009-08-12,898702.9149950031,639013.6193198811,633638.0008155674,304652.15090208873,472820.29559348593,1356289.2215846628
148,2009-08-13,727359.0714879245,633638.0008155674,304652.15090208873,472820.29559348593,1356289.2215846628,898702.9149950031
149,2009-08-14,374238.3221270021,304652.15090208873,472820.29559348593,1356289.2215846628,898702.9149950031,727359.0714879245
150,2009-08-17,832697.6704775414,472820.29559348593,1356289.2215846628,898702.9149950031,727359.0714879245,374238.3221270021
151,2009-08-18,516367.66379647516,1356289.2215846628,898702.9149950031,727359.0714879245,374238.3221270021,832697.6704775414
152,2009-08-19,1149532.9572924194,898702.9149950031,727359.0714879245,374238.3221270021,832697.6704775414,516367.66379647516
153,2009-08-20,903360.6768562665,727359.0714879245,374238.3221270021,832697.6704775414,516367.66379647516,1149532.9572924194
154,2009-08-21,1574141.9997348564,374238.3221270021,832697.6704775414,516367.66379647516,1149532.9572924194,903360.6768562665
155,2009-08-24,967338.0252916159,832697.6704775414,516367.66379647516,1149532.9572924194,903360.6768562665,1574141.9997348564
156,2009-08-25,614809.0823074349,516367.66379647516,1149532.9572924194,903360.6768562665,1574141.9997348564,967338.0252916159
157,2009-08-26,1839324.3316320027,1149532.9572924194,903360.6768562665,1574141.9997348564,967338.0252916159,614809.0823074349
158,2009-08-27,649056.209410271,903360.6768562665,1574141.9997348564,967338.0252916159,614809.0823074349,1839324.3316320027
159,2009-08-28,1269669.5262977832,1574141.9997348564,967338.0252916159,614809.0823074349,1839324.3316320027,649056.209410271
160,2009-08-31,1786960.24542885,967338.0252916159,614809.0823074349,1839324.3316320027,649056.209410271,1269669.5262977832
161,2009-09-01,1065170.2748354468,614809.0823074349,1839324.3316320027,649056.209410271,1269669.5262977832,1786960.24542885
162,2009-09-02,478781.9130427095,1839324.3316320027,649056.209410271,1269669.5262977832,1786960.24542885,1065170.2748354468
163,2009-09-03,448105.67821338703,649056.209410271,1269669.5262977832,1786960.24542885,1065170.2748354468,478781.9130427095
164,2009-09-04,566167.3944228475,1269669.5262977832,1786960.24542885,1065170.2748354468,478781.9130427095,448105.67821338703
165,2009-09-08,655190.4300508958,1786960.24542885,1065170.2748354468,478781.9130427095,448105.67821338703,566167.3944228475
166,2009-09-09,384299.1137667584,1065170.2748354468,478781.9130427095,448105.67821338703,566167.3944228475,655190.4300508958
167,2009-09-10,576832.5009309413,478781.9130427095,448105.67821338703,566167.3944228475,655190.4300508958,384299.1137667584
168,2009-09-11,706455.656505155,448105.67821338703,566167.3944228475,655190.4300508958,384299.1137667584,576832.5009309413
169,2009-09-14,1620835.3460731702,566167.3944228475,655190.4300508958,384299.1137667584,576832.5009309413,706455.656505155
170,2009-09-15,624480.3840708244,655190.4300508958,384299.1137667584,576832.5009309413,706455.656505155,1620835.3460731702
171,2009-09-16,1159071.4873328477,384299.1137667584,576832.5009309413,706455.656505155,1620835.3460731702,624480.3840708244
172,2009-09-17,514358.4656723259,576832.5009309413,706455.656505155,1620835.3460731702,624480.3840708244,1159071.4873328477
173,2009-09-18,544799.1719755522,706455.656505155,1620835.3460731702,624480.3840708244,1159071.4873328477,514358.4656723259
174,2009-09-21,650314.2523626665,1620835.3460731702,624480.3840708244,1159071.4873328477,514358.4656723259,544799.1719755522
175,2009-09-22,1325877.9873850523,624480.3840708244,1159071.4873328477,514358.4656723259,544799.1719755522,650314.2523626665
176,2009-09-23,439088.29678716866,1159071.4873328477,514358.4656723259,544799.1719755522,650314.2523626665,1325877.9873850523
177,2009-09-24,658476.9838586474,514358.4656723259,544799.1719755522,650314.2523626665,1325877.9873850523,439088.29678716866
178,2009-09-25,503254.46393836197,544799.1719755522,650314.2523626665,1325877.9873850523,439088.29678716866,658476.9838586474
179,2009-09-28,998180.7641427848,650314.2523626665,1325877.9873850523,439088.29678716866,658476.9838586474,503254.46393836197
180,2009-09-29,1014040.0430865425,1325877.9873850523,439088.29678716866,658476.9838586474,503254.46393836197,998180.7641427848
181,2009-09-30,2315404.4213936212,439088.29678716866,658476.9838586474,503254.46393836197,998180.7641427848,1014040.0430865425
182,2009-10-01,486778.41334300925,658476.9838586474,503254.46393836197,998180.7641427848,1014040.0430865425,2315404.4213936212
183,2009-10-02,623800.8769775553,503254.46393836197,998180.7641427848,1014040.0430865425,2315404.4213936212,486778.41334300925
184,2009-10-05,1137103.2689655886,998180.7641427848,1014040.0430865425,2315404.4213936212,486778.41334300925,623800.8769775553
185,2009-10-06,1650042.0251984925,1014040.0430865425,2315404.4213936212,486778.41334300925,623800.8769775553,1137103.2689655886
186,2009-10-07,525374.2098267958,2315404.4213936212,486778.41334300925,623800.8769775553,1137103.2689655886,1650042.0251984925
187,2009-10-08,402804.0818474115,486778.41334300925,623800.8769775553,1137103.2689655886,1650042.0251984925,525374.2098267958
188,2009-10-09,887754.4249627156,623800.8769775553,1137103.2689655886,1650042.0251984925,525374.2098267958,402804.0818474115
189,2009-10-13,1045122.3315773493,1137103.2689655886,1650042.0251984925,525374.2098267958,402804.0818474115,887754.4249627156
190,2009-10-14,634567.1230585814,1650042.0251984925,525374.2098267958,402804.0818474115,887754.4249627156,1045122.3315773493
191,2009-10-15,536185.7917297453,525374.2098267958,402804.0818474115,887754.4249627156,1045122.3315773493,634567.1230585814
192,2009-10-16,537769.1234543071,402804.0818474115,887754.4249627156,1045122.3315773493,634567.1230585814,536185.7917297453
193,2009-10-19,663308.9351077805,887754.4249627156,1045122.3315773493,634567.1230585814,536185.7917297453,537769.1234543071
194,2009-10-20,684265.1003170841,1045122.3315773493,634567.1230585814,536185.7917297453,537769.1234543071,663308.9351077805
195,2009-10-21,980177.9049168042,634567.1230585814,536185.7917297453,537769.1234543071,663308.9351077805,684265.1003170841
196,2009-10-22,1337280.1561363414,536185.7917297453,537769.1234543071,663308.9351077805,684265.1003170841,980177.9049168042
197,2009-10-23,948591.7258979732,537769.1234543071,663308.9351077805,684265.1003170841,980177.9049168042,1337280.1561363414
198,2009-10-26,763696.0580819442,663308.9351077805,684265.1003170841,980177.9049168042,1337280.1561363414,948591.7258979732
199,2009-10-27,582887.483302948,684265.1003170841,980177.9049168042,1337280.1561363414,948591.7258979732,763696.0580819442
200,2009-10-28,513335.4883869582,980177.9049168042,1337280.1561363414,948591.7258979732,763696.0580819442,582887.483302948
201,2009-10-29,597727.608839851,1337280.1561363414,948591.7258979732,763696.0580819442,582887.483302948,513335.4883869582
202,2009-10-30,1222785.699365091,948591.7258979732,763696.0580819442,582887.483302948,513335.4883869582,597727.608839851
203,2009-10-31,0.0,763696.0580819442,582887.483302948,513335.4883869582,597727.608839851,1222785.699365091
204,2009-11-03,832882.4005606241,582887.483302948,513335.4883869582,597727.608839851,1222785.699365091,0.0
205,2009-11-04,846375.5479303065,513335.4883869582,597727.608839851,1222785.699365091,0.0,832882.4005606241
206,2009-11-05,509667.26036444504,597727.608839851,1222785.699365091,0.0,832882.4005606241,846375.5479303065
207,2009-11-06,1768187.8932173748,1222785.699365091,0.0,832882.4005606241,846375.5479303065,509667.26036444504
208,2009-11-09,513988.8772868317,0.0,832882.4005606241,846375.5479303065,509667.26036444504,1768187.8932173748
209,2009-11-10,501437.067028909,832882.4005606241,846375.5479303065,509667.26036444504,1768187.8932173748,513988.8772868317
210,2009-11-11,1092663.396675708,846375.5479303065,509667.26036444504,1768187.8932173748,513988.8772868317,501437.067028909
211,2009-11-12,1045661.5675824316,509667.26036444504,1768187.8932173748,513988.8772868317,501437.067028909,1092663.396675708
212,2009-11-13,806730.2215792951,1768187.8932173748,513988.8772868317,501437.067028909,1092663.396675708,1045661.5675824316
213,2009-11-16,986474.8563221123,513988.8772868317,501437.067028909,1092663.396675708,1045661.5675824316,806730.2215792951
214,2009-11-17,659590.9592218923,501437.067028909,1092663.396675708,1045661.5675824316,806730.2215792951,986474.8563221123
215,2009-11-18,673140.2000528666,1092663.396675708,1045661.5675824316,806730.2215792951,986474.8563221123,659590.9592218923
216,2009-11-19,608459.748093148,1045661.5675824316,806730.2215792951,986474.8563221123,659590.9592218923,673140.2000528666
217,2009-11-20,818103.2956192608,806730.2215792951,986474.8563221123,659590.9592218923,673140.2000528666,608459.748093148
218,2009-11-23,2267569.9633164997,986474.8563221123,659590.9592218923,673140.2000528666,608459.748093148,818103.2956192608
219,2009-11-24,1391124.1780009272,659590.9592218923,673140.2000528666,608459.748093148,818103.2956192608,2267569.9633164997
220,2009-11-25,1601673.5550785603,673140.2000528666,608459.748093148,818103.2956192608,2267569.9633164997,1391124.1780009272
221,2009-11-26,2061360.2438963577,608459.748093148,818103.2956192608,2267569.9633164997,1391124.1780009272,1601673.5550785603
222,2009-11-27,2712096.446021087,818103.2956192608,2267569.9633164997,1391124.1780009272,1601673.5550785603,2061360.2438963577
223,2009-11-30,3179397.2732518963,2267569.9633164997,1391124.1780009272,1601673.5550785603,2061360.2438963577,2712096.446021087
224,2009-12-01,902677.4097017791,1391124.1780009272,1601673.5550785603,2061360.2438963577,2712096.446021087,3179397.2732518963
225,2009-12-02,700126.0227080906,1601673.5550785603,2061360.2438963577,2712096.446021087,3179397.2732518963,902677.4097017791
226,2009-12-03,1972477.056303427,2061360.2438963577,2712096.446021087,3179397.2732518963,902677.4097017791,700126.0227080906
227,2009-12-04,1589577.2768782123,2712096.446021087,3179397.2732518963,902677.4097017791,700126.0227080906,1972477.056303427
228,2009-12-07,1403045.0037836432,3179397.2732518963,902677.4097017791,700126.0227080906,1972477.056303427,1589577.2768782123
229,2009-12-08,498264.8384929505,902677.4097017791,700126.0227080906,1972477.056303427,1589577.2768782123,1403045.0037836432
230,2009-12-09,1008004.3701040546,700126.0227080906,1972477.056303427,1589577.2768782123,1403045.0037836432,498264.8384929505
231,2009-12-10,1556248.4556934873,1972477.056303427,1589577.2768782123,1403045.0037836432,498264.8384929505,1008004.3701040546
232,2009-12-11,1167203.3723091525,1589577.2768782123,1403045.0037836432,498264.8384929505,1008004.3701040546,1556248.4556934873
233,2009-12-14,1577990.8564191258,1403045.0037836432,498264.8384929505,1008004.3701040546,1556248.4556934873,1167203.3723091525
234,2009-12-15,8683262.03292102,498264.8384929505,1008004.3701040546,1556248.4556934873,1167203.3723091525,1577990.8564191258
235,2009-12-16,860448.1523748636,1008004.3701040546,1556248.4556934873,1167203.3723091525,1577990.8564191258,8683262.03292102
236,2009-12-17,1940983.5305638826,1556248.4556934873,1167203.3723091525,1577990.8564191258,8683262.03292102,860448.1523748636
237,2009-12-18,3424191.200289247,1167203.3723091525,1577990.8564191258,8683262.03292102,860448.1523748636,1940983.5305638826
238,2009-12-21,1161239.4689208132,1577990.8564191258,8683262.03292102,860448.1523748636,1940983.5305638826,3424191.200289247
239,2009-12-22,1265664.55501932,8683262.03292102,860448.1523748636,1940983.5305638826,3424191.200289247,1161239.4689208132
