,ds,y,PIB_RS_TRIMESTRE_ANTERIOR,PIB_BR_MES_ANTERIOR,ADMISSOES_MES_ANTERIOR,DEMISSOES_MES_ANTERIOR,ARRECADACAO_D-5,ARRECADACAO_D-4,ARRECADACAO_D-3,ARRECADACAO_D-2,ARRECADACAO_D-1
901,2012-07-06,163657367.29655465,128.042896682343,826220.8469597127,1732327.0,1611887.0,0.0,19244655.447139915,18597360.717232116,14843936.207388373,29074128.30735204
902,2012-07-09,172651633.1012403,128.042896682343,826220.8469597127,1732327.0,1611887.0,19244655.447139915,18597360.717232116,14843936.207388373,29074128.30735204,163657367.29655465
903,2012-07-10,505742182.3188477,128.042896682343,826220.8469597127,1732327.0,1611887.0,18597360.717232116,14843936.207388373,29074128.30735204,163657367.29655465,172651633.1012403
904,2012-07-11,85145750.32056285,128.042896682343,826220.8469597127,1732327.0,1611887.0,14843936.207388373,29074128.30735204,163657367.29655465,172651633.1012403,505742182.3188477
905,2012-07-12,366223949.8124787,128.042896682343,826220.8469597127,1732327.0,1611887.0,29074128.30735204,163657367.29655465,172651633.1012403,505742182.3188477,85145750.32056285
906,2012-07-13,54876146.2482701,128.042896682343,826220.8469597127,1732327.0,1611887.0,163657367.29655465,172651633.1012403,505742182.3188477,85145750.32056285,366223949.8124787
907,2012-07-16,29383223.476831462,128.042896682343,826220.8469597127,1732327.0,1611887.0,172651633.1012403,505742182.3188477,85145750.32056285,366223949.8124787,54876146.2482701
908,2012-07-17,93615419.57147533,128.042896682343,826220.8469597127,1732327.0,1611887.0,505742182.3188477,85145750.32056285,366223949.8124787,54876146.2482701,29383223.476831462
909,2012-07-18,52647914.478814684,128.042896682343,826220.8469597127,1732327.0,1611887.0,85145750.32056285,366223949.8124787,54876146.2482701,29383223.476831462,93615419.57147533
910,2012-07-19,12819683.984581573,128.042896682343,826220.8469597127,1732327.0,1611887.0,366223949.8124787,54876146.2482701,29383223.476831462,93615419.57147533,52647914.478814684
911,2012-07-20,143205095.49347752,128.042896682343,826220.8469597127,1732327.0,1611887.0,54876146.2482701,29383223.476831462,93615419.57147533,52647914.478814684,12819683.984581573
912,2012-07-23,441577536.4231879,128.042896682343,826220.8469597127,1732327.0,1611887.0,29383223.476831462,93615419.57147533,52647914.478814684,12819683.984581573,143205095.49347752
913,2012-07-24,72332250.20932123,128.042896682343,826220.8469597127,1732327.0,1611887.0,93615419.57147533,52647914.478814684,12819683.984581573,143205095.49347752,441577536.4231879
914,2012-07-25,567483957.3953344,128.042896682343,826220.8469597127,1732327.0,1611887.0,52647914.478814684,12819683.984581573,143205095.49347752,441577536.4231879,72332250.20932123
915,2012-07-26,185987058.71886495,128.042896682343,826220.8469597127,1732327.0,1611887.0,12819683.984581573,143205095.49347752,441577536.4231879,72332250.20932123,567483957.3953344
916,2012-07-27,367297371.9394338,128.042896682343,826220.8469597127,1732327.0,1611887.0,143205095.49347752,441577536.4231879,72332250.20932123,567483957.3953344,185987058.71886495
917,2012-07-30,56027014.17018931,128.042896682343,826220.8469597127,1732327.0,1611887.0,441577536.4231879,72332250.20932123,567483957.3953344,185987058.71886495,367297371.9394338
918,2012-07-31,200167781.9177945,128.042896682343,826220.8469597127,1732327.0,1611887.0,72332250.20932123,567483957.3953344,185987058.71886495,367297371.9394338,56027014.17018931
919,2012-08-01,20922019.688626155,128.042896682343,847805.3726885314,1753241.0,1610745.0,567483957.3953344,185987058.71886495,367297371.9394338,56027014.17018931,200167781.9177945
920,2012-08-02,16888426.21274117,128.042896682343,847805.3726885314,1753241.0,1610745.0,185987058.71886495,367297371.9394338,56027014.17018931,200167781.9177945,20922019.688626155
921,2012-08-03,17560834.377394076,128.042896682343,847805.3726885314,1753241.0,1610745.0,367297371.9394338,56027014.17018931,200167781.9177945,20922019.688626155,16888426.21274117
922,2012-08-06,18886926.734404102,128.042896682343,847805.3726885314,1753241.0,1610745.0,56027014.17018931,200167781.9177945,20922019.688626155,16888426.21274117,17560834.377394076
923,2012-08-07,17178219.70474889,128.042896682343,847805.3726885314,1753241.0,1610745.0,200167781.9177945,20922019.688626155,16888426.21274117,17560834.377394076,18886926.734404102
924,2012-08-08,29292587.927856605,128.042896682343,847805.3726885314,1753241.0,1610745.0,20922019.688626155,16888426.21274117,17560834.377394076,18886926.734404102,17178219.70474889
925,2012-08-09,436135032.6429371,128.042896682343,847805.3726885314,1753241.0,1610745.0,16888426.21274117,17560834.377394076,18886926.734404102,17178219.70474889,29292587.927856605
926,2012-08-10,360209443.40364593,128.042896682343,847805.3726885314,1753241.0,1610745.0,17560834.377394076,18886926.734404102,17178219.70474889,29292587.927856605,436135032.6429371
927,2012-08-13,344041895.1643063,128.042896682343,847805.3726885314,1753241.0,1610745.0,18886926.734404102,17178219.70474889,29292587.927856605,436135032.6429371,360209443.40364593
928,2012-08-14,83712649.68665148,128.042896682343,847805.3726885314,1753241.0,1610745.0,17178219.70474889,29292587.927856605,436135032.6429371,360209443.40364593,344041895.1643063
929,2012-08-15,160227034.51841858,128.042896682343,847805.3726885314,1753241.0,1610745.0,29292587.927856605,436135032.6429371,360209443.40364593,344041895.1643063,83712649.68665148
930,2012-08-16,85132207.23720963,128.042896682343,847805.3726885314,1753241.0,1610745.0,436135032.6429371,360209443.40364593,344041895.1643063,83712649.68665148,160227034.51841858
931,2012-08-17,59141434.33136201,128.042896682343,847805.3726885314,1753241.0,1610745.0,360209443.40364593,344041895.1643063,83712649.68665148,160227034.51841858,85132207.23720963
932,2012-08-20,55675080.532454774,128.042896682343,847805.3726885314,1753241.0,1610745.0,344041895.1643063,83712649.68665148,160227034.51841858,85132207.23720963,59141434.33136201
933,2012-08-21,441713527.97576773,128.042896682343,847805.3726885314,1753241.0,1610745.0,83712649.68665148,160227034.51841858,85132207.23720963,59141434.33136201,55675080.532454774
934,2012-08-22,30158471.09827001,128.042896682343,847805.3726885314,1753241.0,1610745.0,160227034.51841858,85132207.23720963,59141434.33136201,55675080.532454774,441713527.97576773
935,2012-08-23,80586159.1306704,128.042896682343,847805.3726885314,1753241.0,1610745.0,85132207.23720963,59141434.33136201,55675080.532454774,441713527.97576773,30158471.09827001
936,2012-08-24,213315109.3423059,128.042896682343,847805.3726885314,1753241.0,1610745.0,59141434.33136201,55675080.532454774,441713527.97576773,30158471.09827001,80586159.1306704
937,2012-08-27,416010366.71997225,128.042896682343,847805.3726885314,1753241.0,1610745.0,55675080.532454774,441713527.97576773,30158471.09827001,80586159.1306704,213315109.3423059
938,2012-08-28,62519729.11716135,128.042896682343,847805.3726885314,1753241.0,1610745.0,441713527.97576773,30158471.09827001,80586159.1306704,213315109.3423059,416010366.71997225
939,2012-08-29,73626288.9250249,128.042896682343,847805.3726885314,1753241.0,1610745.0,30158471.09827001,80586159.1306704,213315109.3423059,416010366.71997225,62519729.11716135
940,2012-08-30,156551398.27624214,128.042896682343,847805.3726885314,1753241.0,1610745.0,80586159.1306704,213315109.3423059,416010366.71997225,62519729.11716135,73626288.9250249
941,2012-08-31,46319690.53231875,128.042896682343,847805.3726885314,1753241.0,1610745.0,213315109.3423059,416010366.71997225,62519729.11716135,73626288.9250249,156551398.27624214
942,2012-09-01,0.0,128.042896682343,846533.3494151889,1819767.0,1718829.0,416010366.71997225,62519729.11716135,73626288.9250249,156551398.27624214,46319690.53231875
943,2012-09-03,15015588.980405523,128.042896682343,846533.3494151889,1819767.0,1718829.0,62519729.11716135,73626288.9250249,156551398.27624214,46319690.53231875,0.0
944,2012-09-04,24337270.908757076,128.042896682343,846533.3494151889,1819767.0,1718829.0,73626288.9250249,156551398.27624214,46319690.53231875,0.0,15015588.980405523
945,2012-09-05,19074557.746033654,128.042896682343,846533.3494151889,1819767.0,1718829.0,156551398.27624214,46319690.53231875,0.0,15015588.980405523,24337270.908757076
946,2012-09-06,213622486.2278728,128.042896682343,846533.3494151889,1819767.0,1718829.0,46319690.53231875,0.0,15015588.980405523,24337270.908757076,19074557.746033654
947,2012-09-10,772511351.9559456,128.042896682343,846533.3494151889,1819767.0,1718829.0,0.0,15015588.980405523,24337270.908757076,19074557.746033654,213622486.2278728
948,2012-09-11,39848884.789670326,128.042896682343,846533.3494151889,1819767.0,1718829.0,15015588.980405523,24337270.908757076,19074557.746033654,213622486.2278728,772511351.9559456
949,2012-09-12,395884068.6179213,128.042896682343,846533.3494151889,1819767.0,1718829.0,24337270.908757076,19074557.746033654,213622486.2278728,772511351.9559456,39848884.789670326
950,2012-09-13,112100565.37707832,128.042896682343,846533.3494151889,1819767.0,1718829.0,19074557.746033654,213622486.2278728,772511351.9559456,39848884.789670326,395884068.6179213
951,2012-09-14,38366447.24095888,128.042896682343,846533.3494151889,1819767.0,1718829.0,213622486.2278728,772511351.9559456,39848884.789670326,395884068.6179213,112100565.37707832
952,2012-09-17,102668064.77573279,128.042896682343,846533.3494151889,1819767.0,1718829.0,772511351.9559456,39848884.789670326,395884068.6179213,112100565.37707832,38366447.24095888
953,2012-09-18,27921871.268552896,128.042896682343,846533.3494151889,1819767.0,1718829.0,39848884.789670326,395884068.6179213,112100565.37707832,38366447.24095888,102668064.77573279
954,2012-09-19,154919259.41019598,128.042896682343,846533.3494151889,1819767.0,1718829.0,395884068.6179213,112100565.37707832,38366447.24095888,102668064.77573279,27921871.268552896
955,2012-09-20,22339661.96745298,128.042896682343,846533.3494151889,1819767.0,1718829.0,112100565.37707832,38366447.24095888,102668064.77573279,27921871.268552896,154919259.41019598
956,2012-09-21,444163997.8181681,128.042896682343,846533.3494151889,1819767.0,1718829.0,38366447.24095888,102668064.77573279,27921871.268552896,154919259.41019598,22339661.96745298
957,2012-09-24,106263918.73511828,128.042896682343,846533.3494151889,1819767.0,1718829.0,102668064.77573279,27921871.268552896,154919259.41019598,22339661.96745298,444163997.8181681
958,2012-09-25,284310857.50864106,128.042896682343,846533.3494151889,1819767.0,1718829.0,27921871.268552896,154919259.41019598,22339661.96745298,444163997.8181681,106263918.73511828
959,2012-09-26,191800436.68873626,128.042896682343,846533.3494151889,1819767.0,1718829.0,154919259.41019598,22339661.96745298,444163997.8181681,106263918.73511828,284310857.50864106
960,2012-09-27,337109174.98252773,128.042896682343,846533.3494151889,1819767.0,1718829.0,22339661.96745298,444163997.8181681,106263918.73511828,284310857.50864106,191800436.68873626
961,2012-09-28,43645162.55374741,128.042896682343,846533.3494151889,1819767.0,1718829.0,444163997.8181681,106263918.73511828,284310857.50864106,191800436.68873626,337109174.98252773
962,2012-09-30,129625461.00960988,128.042896682343,846533.3494151889,1819767.0,1718829.0,106263918.73511828,284310857.50864106,191800436.68873626,337109174.98252773,43645162.55374741
963,2012-10-01,21863012.4335088,125.349712344121,785760.4381883332,1664747.0,1514413.0,284310857.50864106,191800436.68873626,337109174.98252773,43645162.55374741,129625461.00960988
964,2012-10-02,18278647.246874534,125.349712344121,785760.4381883332,1664747.0,1514413.0,191800436.68873626,337109174.98252773,43645162.55374741,129625461.00960988,21863012.4335088
965,2012-10-03,24981933.22290094,125.349712344121,785760.4381883332,1664747.0,1514413.0,337109174.98252773,43645162.55374741,129625461.00960988,21863012.4335088,18278647.246874534
966,2012-10-04,20131708.735356957,125.349712344121,785760.4381883332,1664747.0,1514413.0,43645162.55374741,129625461.00960988,21863012.4335088,18278647.246874534,24981933.22290094
967,2012-10-05,20084715.953197822,125.349712344121,785760.4381883332,1664747.0,1514413.0,129625461.00960988,21863012.4335088,18278647.246874534,24981933.22290094,20131708.735356957
968,2012-10-08,32204463.770087548,125.349712344121,785760.4381883332,1664747.0,1514413.0,21863012.4335088,18278647.246874534,24981933.22290094,20131708.735356957,20084715.953197822
969,2012-10-09,420638310.9119207,125.349712344121,785760.4381883332,1664747.0,1514413.0,18278647.246874534,24981933.22290094,20131708.735356957,20084715.953197822,32204463.770087548
970,2012-10-10,699915340.3860813,125.349712344121,785760.4381883332,1664747.0,1514413.0,24981933.22290094,20131708.735356957,20084715.953197822,32204463.770087548,420638310.9119207
971,2012-10-11,80676513.79772542,125.349712344121,785760.4381883332,1664747.0,1514413.0,20131708.735356957,20084715.953197822,32204463.770087548,420638310.9119207,699915340.3860813
972,2012-10-15,366296399.5634296,125.349712344121,785760.4381883332,1664747.0,1514413.0,20084715.953197822,32204463.770087548,420638310.9119207,699915340.3860813,80676513.79772542
973,2012-10-16,47711696.90694027,125.349712344121,785760.4381883332,1664747.0,1514413.0,32204463.770087548,420638310.9119207,699915340.3860813,80676513.79772542,366296399.5634296
974,2012-10-17,41589221.60424591,125.349712344121,785760.4381883332,1664747.0,1514413.0,420638310.9119207,699915340.3860813,80676513.79772542,366296399.5634296,47711696.90694027
975,2012-10-18,77776375.50477727,125.349712344121,785760.4381883332,1664747.0,1514413.0,699915340.3860813,80676513.79772542,366296399.5634296,47711696.90694027,41589221.60424591
976,2012-10-19,90248793.94497555,125.349712344121,785760.4381883332,1664747.0,1514413.0,80676513.79772542,366296399.5634296,47711696.90694027,41589221.60424591,77776375.50477727
977,2012-10-22,432358898.9357862,125.349712344121,785760.4381883332,1664747.0,1514413.0,366296399.5634296,47711696.90694027,41589221.60424591,77776375.50477727,90248793.94497555
978,2012-10-23,115470904.78897402,125.349712344121,785760.4381883332,1664747.0,1514413.0,47711696.90694027,41589221.60424591,77776375.50477727,90248793.94497555,432358898.9357862
979,2012-10-24,63027947.46126599,125.349712344121,785760.4381883332,1664747.0,1514413.0,41589221.60424591,77776375.50477727,90248793.94497555,432358898.9357862,115470904.78897402
980,2012-10-25,615430318.7505139,125.349712344121,785760.4381883332,1664747.0,1514413.0,77776375.50477727,90248793.94497555,432358898.9357862,115470904.78897402,63027947.46126599
981,2012-10-26,67282363.21462344,125.349712344121,785760.4381883332,1664747.0,1514413.0,90248793.94497555,432358898.9357862,115470904.78897402,63027947.46126599,615430318.7505139
982,2012-10-29,308588546.42040986,125.349712344121,785760.4381883332,1664747.0,1514413.0,432358898.9357862,115470904.78897402,63027947.46126599,615430318.7505139,67282363.21462344
983,2012-10-30,53230439.92376591,125.349712344121,785760.4381883332,1664747.0,1514413.0,115470904.78897402,63027947.46126599,615430318.7505139,67282363.21462344,308588546.42040986
984,2012-10-31,154064379.09049794,125.349712344121,785760.4381883332,1664747.0,1514413.0,63027947.46126599,615430318.7505139,67282363.21462344,308588546.42040986,53230439.92376591
985,2012-11-01,35512046.910329185,125.349712344121,843756.6553122151,1710580.0,1643592.0,615430318.7505139,67282363.21462344,308588546.42040986,53230439.92376591,154064379.09049794
986,2012-11-05,22753773.31117931,125.349712344121,843756.6553122151,1710580.0,1643592.0,67282363.21462344,308588546.42040986,53230439.92376591,154064379.09049794,35512046.910329185
987,2012-11-06,22094242.374663763,125.349712344121,843756.6553122151,1710580.0,1643592.0,308588546.42040986,53230439.92376591,154064379.09049794,35512046.910329185,22753773.31117931
988,2012-11-07,24459170.79102485,125.349712344121,843756.6553122151,1710580.0,1643592.0,53230439.92376591,154064379.09049794,35512046.910329185,22753773.31117931,22094242.374663763
989,2012-11-08,42824334.89663923,125.349712344121,843756.6553122151,1710580.0,1643592.0,154064379.09049794,35512046.910329185,22753773.31117931,22094242.374663763,24459170.79102485
990,2012-11-09,519585599.7410421,125.349712344121,843756.6553122151,1710580.0,1643592.0,35512046.910329185,22753773.31117931,22094242.374663763,24459170.79102485,42824334.89663923
991,2012-11-12,850927387.023047,125.349712344121,843756.6553122151,1710580.0,1643592.0,22753773.31117931,22094242.374663763,24459170.79102485,42824334.89663923,519585599.7410421
992,2012-11-13,27102455.263225637,125.349712344121,843756.6553122151,1710580.0,1643592.0,22094242.374663763,24459170.79102485,42824334.89663923,519585599.7410421,850927387.023047
993,2012-11-14,127862977.74757665,125.349712344121,843756.6553122151,1710580.0,1643592.0,24459170.79102485,42824334.89663923,519585599.7410421,850927387.023047,27102455.263225637
994,2012-11-16,128648639.56248677,125.349712344121,843756.6553122151,1710580.0,1643592.0,42824334.89663923,519585599.7410421,850927387.023047,27102455.263225637,127862977.74757665
995,2012-11-19,40849876.63831592,125.349712344121,843756.6553122151,1710580.0,1643592.0,519585599.7410421,850927387.023047,27102455.263225637,127862977.74757665,128648639.56248677
996,2012-11-20,94593283.38680594,125.349712344121,843756.6553122151,1710580.0,1643592.0,850927387.023047,27102455.263225637,127862977.74757665,128648639.56248677,40849876.63831592
997,2012-11-21,587856186.5779817,125.349712344121,843756.6553122151,1710580.0,1643592.0,27102455.263225637,127862977.74757665,128648639.56248677,40849876.63831592,94593283.38680594
998,2012-11-22,40675655.491816536,125.349712344121,843756.6553122151,1710580.0,1643592.0,127862977.74757665,128648639.56248677,40849876.63831592,94593283.38680594,587856186.5779817
999,2012-11-23,107633802.21117865,125.349712344121,843756.6553122151,1710580.0,1643592.0,128648639.56248677,40849876.63831592,94593283.38680594,587856186.5779817,40675655.491816536
1000,2012-11-26,590716265.4168209,125.349712344121,843756.6553122151,1710580.0,1643592.0,40849876.63831592,94593283.38680594,587856186.5779817,40675655.491816536,107633802.21117865
1001,2012-11-27,350648286.46506685,125.349712344121,843756.6553122151,1710580.0,1643592.0,94593283.38680594,587856186.5779817,40675655.491816536,107633802.21117865,590716265.4168209
1002,2012-11-28,38442466.29368474,125.349712344121,843756.6553122151,1710580.0,1643592.0,587856186.5779817,40675655.491816536,107633802.21117865,590716265.4168209,350648286.46506685
1003,2012-11-29,140040867.10575235,125.349712344121,843756.6553122151,1710580.0,1643592.0,40675655.491816536,107633802.21117865,590716265.4168209,350648286.46506685,38442466.29368474
1004,2012-11-30,519200867.1731158,125.349712344121,843756.6553122151,1710580.0,1643592.0,107633802.21117865,590716265.4168209,350648286.46506685,38442466.29368474,140040867.10575235
1005,2012-12-01,0.0,125.349712344121,846259.6480770331,1624306.0,1578211.0,590716265.4168209,350648286.46506685,38442466.29368474,140040867.10575235,519200867.1731158
1006,2012-12-03,22160038.559393708,125.349712344121,846259.6480770331,1624306.0,1578211.0,350648286.46506685,38442466.29368474,140040867.10575235,519200867.1731158,0.0
1007,2012-12-04,20888444.89823993,125.349712344121,846259.6480770331,1624306.0,1578211.0,38442466.29368474,140040867.10575235,519200867.1731158,0.0,22160038.559393708
1008,2012-12-05,25219580.553331293,125.349712344121,846259.6480770331,1624306.0,1578211.0,140040867.10575235,519200867.1731158,0.0,22160038.559393708,20888444.89823993
1009,2012-12-06,37871381.8675191,125.349712344121,846259.6480770331,1624306.0,1578211.0,519200867.1731158,0.0,22160038.559393708,20888444.89823993,25219580.553331293
1010,2012-12-07,256965537.84250957,125.349712344121,846259.6480770331,1624306.0,1578211.0,0.0,22160038.559393708,20888444.89823993,25219580.553331293,37871381.8675191
1011,2012-12-10,548529420.8123887,125.349712344121,846259.6480770331,1624306.0,1578211.0,22160038.559393708,20888444.89823993,25219580.553331293,37871381.8675191,256965537.84250957
1012,2012-12-11,307823717.17846566,125.349712344121,846259.6480770331,1624306.0,1578211.0,20888444.89823993,25219580.553331293,37871381.8675191,256965537.84250957,548529420.8123887
1013,2012-12-12,372688675.5789652,125.349712344121,846259.6480770331,1624306.0,1578211.0,25219580.553331293,37871381.8675191,256965537.84250957,548529420.8123887,307823717.17846566
1014,2012-12-13,136462876.16490862,125.349712344121,846259.6480770331,1624306.0,1578211.0,37871381.8675191,256965537.84250957,548529420.8123887,307823717.17846566,372688675.5789652
1015,2012-12-14,60199007.204080336,125.349712344121,846259.6480770331,1624306.0,1578211.0,256965537.84250957,548529420.8123887,307823717.17846566,372688675.5789652,136462876.16490862
1016,2012-12-17,112536546.22364643,125.349712344121,846259.6480770331,1624306.0,1578211.0,548529420.8123887,307823717.17846566,372688675.5789652,136462876.16490862,60199007.204080336
1017,2012-12-18,41547451.175409324,125.349712344121,846259.6480770331,1624306.0,1578211.0,307823717.17846566,372688675.5789652,136462876.16490862,60199007.204080336,112536546.22364643
1018,2012-12-19,60441098.28882481,125.349712344121,846259.6480770331,1624306.0,1578211.0,372688675.5789652,136462876.16490862,60199007.204080336,112536546.22364643,41547451.175409324
1019,2012-12-20,77306391.61276075,125.349712344121,846259.6480770331,1624306.0,1578211.0,136462876.16490862,60199007.204080336,112536546.22364643,41547451.175409324,60441098.28882481
1020,2012-12-21,666308001.5595033,125.349712344121,846259.6480770331,1624306.0,1578211.0,60199007.204080336,112536546.22364643,41547451.175409324,60441098.28882481,77306391.61276075
1021,2012-12-24,58905056.610342175,125.349712344121,846259.6480770331,1624306.0,1578211.0,112536546.22364643,41547451.175409324,60441098.28882481,77306391.61276075,666308001.5595033
1022,2012-12-26,401713018.1459462,125.349712344121,846259.6480770331,1624306.0,1578211.0,41547451.175409324,60441098.28882481,77306391.61276075,666308001.5595033,58905056.610342175
1023,2012-12-27,585665062.4487737,125.349712344121,846259.6480770331,1624306.0,1578211.0,60441098.28882481,77306391.61276075,666308001.5595033,58905056.610342175,401713018.1459462
1024,2012-12-28,38315588.37046518,125.349712344121,846259.6480770331,1624306.0,1578211.0,77306391.61276075,666308001.5595033,58905056.610342175,401713018.1459462,585665062.4487737
1025,2012-12-31,124483546.7542927,125.349712344121,846259.6480770331,1624306.0,1578211.0,666308001.5595033,58905056.610342175,401713018.1459462,585665062.4487737,38315588.37046518
1026,2013-01-01,0.0,128.795203451317,839295.5728016745,1211216.0,1708160.0,58905056.610342175,401713018.1459462,585665062.4487737,38315588.37046518,124483546.7542927
1027,2013-01-02,12372224.10973204,128.795203451317,839295.5728016745,1211216.0,1708160.0,401713018.1459462,585665062.4487737,38315588.37046518,124483546.7542927,0.0
1028,2013-01-03,8065154.680926761,128.795203451317,839295.5728016745,1211216.0,1708160.0,585665062.4487737,38315588.37046518,124483546.7542927,0.0,12372224.10973204
1029,2013-01-04,23043690.76427988,128.795203451317,839295.5728016745,1211216.0,1708160.0,38315588.37046518,124483546.7542927,0.0,12372224.10973204,8065154.680926761
1030,2013-01-07,18893963.074379902,128.795203451317,839295.5728016745,1211216.0,1708160.0,124483546.7542927,0.0,12372224.10973204,8065154.680926761,23043690.76427988
1031,2013-01-08,26115240.186369073,128.795203451317,839295.5728016745,1211216.0,1708160.0,0.0,12372224.10973204,8065154.680926761,23043690.76427988,18893963.074379902
1032,2013-01-09,453302424.03388625,128.795203451317,839295.5728016745,1211216.0,1708160.0,12372224.10973204,8065154.680926761,23043690.76427988,18893963.074379902,26115240.186369073
1033,2013-01-10,589873282.5930221,128.795203451317,839295.5728016745,1211216.0,1708160.0,8065154.680926761,23043690.76427988,18893963.074379902,26115240.186369073,453302424.03388625
1034,2013-01-11,59456683.679144956,128.795203451317,839295.5728016745,1211216.0,1708160.0,23043690.76427988,18893963.074379902,26115240.186369073,453302424.03388625,589873282.5930221
1035,2013-01-14,560516400.14782,128.795203451317,839295.5728016745,1211216.0,1708160.0,18893963.074379902,26115240.186369073,453302424.03388625,589873282.5930221,59456683.679144956
1036,2013-01-15,59993536.20867485,128.795203451317,839295.5728016745,1211216.0,1708160.0,26115240.186369073,453302424.03388625,589873282.5930221,59456683.679144956,560516400.14782
1037,2013-01-16,48273712.55939669,128.795203451317,839295.5728016745,1211216.0,1708160.0,453302424.03388625,589873282.5930221,59456683.679144956,560516400.14782,59993536.20867485
1038,2013-01-17,89528299.90693396,128.795203451317,839295.5728016745,1211216.0,1708160.0,589873282.5930221,59456683.679144956,560516400.14782,59993536.20867485,48273712.55939669
1039,2013-01-18,61556861.86848604,128.795203451317,839295.5728016745,1211216.0,1708160.0,59456683.679144956,560516400.14782,59993536.20867485,48273712.55939669,89528299.90693396
1040,2013-01-21,443849963.2537821,128.795203451317,839295.5728016745,1211216.0,1708160.0,560516400.14782,59993536.20867485,48273712.55939669,89528299.90693396,61556861.86848604
1041,2013-01-22,36062554.5221601,128.795203451317,839295.5728016745,1211216.0,1708160.0,59993536.20867485,48273712.55939669,89528299.90693396,61556861.86848604,443849963.2537821
1042,2013-01-23,139371972.29671028,128.795203451317,839295.5728016745,1211216.0,1708160.0,48273712.55939669,89528299.90693396,61556861.86848604,443849963.2537821,36062554.5221601
1043,2013-01-24,268149695.78732398,128.795203451317,839295.5728016745,1211216.0,1708160.0,89528299.90693396,61556861.86848604,443849963.2537821,36062554.5221601,139371972.29671028
1044,2013-01-25,519297412.35836846,128.795203451317,839295.5728016745,1211216.0,1708160.0,61556861.86848604,443849963.2537821,36062554.5221601,139371972.29671028,268149695.78732398
1045,2013-01-28,303473130.1528379,128.795203451317,839295.5728016745,1211216.0,1708160.0,443849963.2537821,36062554.5221601,139371972.29671028,268149695.78732398,519297412.35836846
1046,2013-01-29,31302301.910118777,128.795203451317,839295.5728016745,1211216.0,1708160.0,36062554.5221601,139371972.29671028,268149695.78732398,519297412.35836846,303473130.1528379
1047,2013-01-30,49602100.814370885,128.795203451317,839295.5728016745,1211216.0,1708160.0,139371972.29671028,268149695.78732398,519297412.35836846,303473130.1528379,31302301.910118777
1048,2013-01-31,175978186.3880079,128.795203451317,839295.5728016745,1211216.0,1708160.0,268149695.78732398,519297412.35836846,303473130.1528379,31302301.910118777,49602100.814370885
1049,2013-02-01,21962704.63990153,128.795203451317,818552.0965715257,1794272.0,1765372.0,519297412.35836846,303473130.1528379,31302301.910118777,49602100.814370885,175978186.3880079
1050,2013-02-04,17002091.523797944,128.795203451317,818552.0965715257,1794272.0,1765372.0,303473130.1528379,31302301.910118777,49602100.814370885,175978186.3880079,21962704.63990153
1051,2013-02-05,17645551.03246736,128.795203451317,818552.0965715257,1794272.0,1765372.0,31302301.910118777,49602100.814370885,175978186.3880079,21962704.63990153,17002091.523797944
1052,2013-02-06,21698621.36531251,128.795203451317,818552.0965715257,1794272.0,1765372.0,49602100.814370885,175978186.3880079,21962704.63990153,17002091.523797944,17645551.03246736
1053,2013-02-07,41592533.1061461,128.795203451317,818552.0965715257,1794272.0,1765372.0,175978186.3880079,21962704.63990153,17002091.523797944,17645551.03246736,21698621.36531251
1054,2013-02-08,370552154.18085724,128.795203451317,818552.0965715257,1794272.0,1765372.0,21962704.63990153,17002091.523797944,17645551.03246736,21698621.36531251,41592533.1061461
1055,2013-02-13,908635284.0078307,128.795203451317,818552.0965715257,1794272.0,1765372.0,17002091.523797944,17645551.03246736,21698621.36531251,41592533.1061461,370552154.18085724
1056,2013-02-14,32166404.719575983,128.795203451317,818552.0965715257,1794272.0,1765372.0,17645551.03246736,21698621.36531251,41592533.1061461,370552154.18085724,908635284.0078307
1057,2013-02-15,185313209.5929217,128.795203451317,818552.0965715257,1794272.0,1765372.0,21698621.36531251,41592533.1061461,370552154.18085724,908635284.0078307,32166404.719575983
1058,2013-02-18,83532642.04053317,128.795203451317,818552.0965715257,1794272.0,1765372.0,41592533.1061461,370552154.18085724,908635284.0078307,32166404.719575983,185313209.5929217
1059,2013-02-19,43218474.67768577,128.795203451317,818552.0965715257,1794272.0,1765372.0,370552154.18085724,908635284.0078307,32166404.719575983,185313209.5929217,83532642.04053317
1060,2013-02-20,92241137.87163337,128.795203451317,818552.0965715257,1794272.0,1765372.0,908635284.0078307,32166404.719575983,185313209.5929217,83532642.04053317,43218474.67768577
1061,2013-02-21,466538855.3557972,128.795203451317,818552.0965715257,1794272.0,1765372.0,32166404.719575983,185313209.5929217,83532642.04053317,43218474.67768577,92241137.87163337
1062,2013-02-22,56129289.883417085,128.795203451317,818552.0965715257,1794272.0,1765372.0,185313209.5929217,83532642.04053317,43218474.67768577,92241137.87163337,466538855.3557972
1063,2013-02-25,531072410.93307686,128.795203451317,818552.0965715257,1794272.0,1765372.0,83532642.04053317,43218474.67768577,92241137.87163337,466538855.3557972,56129289.883417085
1064,2013-02-26,221252451.90912163,128.795203451317,818552.0965715257,1794272.0,1765372.0,43218474.67768577,92241137.87163337,466538855.3557972,56129289.883417085,531072410.93307686
1065,2013-02-27,327697175.508533,128.795203451317,818552.0965715257,1794272.0,1765372.0,92241137.87163337,466538855.3557972,56129289.883417085,531072410.93307686,221252451.90912163
