,ds,y,PIB_RS_TRIMESTRE_ANTERIOR,PIB_BR_MES_ANTERIOR,ADMISSOES_MES_ANTERIOR,DEMISSOES_MES_ANTERIOR,ARRECADACAO_D-5,ARRECADACAO_D-4,ARRECADACAO_D-3,ARRECADACAO_D-2,ARRECADACAO_D-1
18,2009-02-02,9988039.568400167,116.43083219561099,617207.7255984889,1216550.0,1318298.0,17164466.185835395,43956523.31618344,143762990.8759568,13244294.434970202,0.0
19,2009-02-03,13819864.98482703,116.43083219561099,617207.7255984889,1216550.0,1318298.0,43956523.31618344,143762990.8759568,13244294.434970202,0.0,9988039.568400167
20,2009-02-04,13480687.268554239,116.43083219561099,617207.7255984889,1216550.0,1318298.0,143762990.8759568,13244294.434970202,0.0,9988039.568400167,13819864.98482703
21,2009-02-05,12373977.700087575,116.43083219561099,617207.7255984889,1216550.0,1318298.0,13244294.434970202,0.0,9988039.568400167,13819864.98482703,13480687.268554239
22,2009-02-06,18052376.134167153,116.43083219561099,617207.7255984889,1216550.0,1318298.0,0.0,9988039.568400167,13819864.98482703,13480687.268554239,12373977.700087575
23,2009-02-09,155731722.78325418,116.43083219561099,617207.7255984889,1216550.0,1318298.0,9988039.568400167,13819864.98482703,13480687.268554239,12373977.700087575,18052376.134167153
24,2009-02-10,408456421.2084308,116.43083219561099,617207.7255984889,1216550.0,1318298.0,13819864.98482703,13480687.268554239,12373977.700087575,18052376.134167153,155731722.78325418
25,2009-02-11,34464929.63426768,116.43083219561099,617207.7255984889,1216550.0,1318298.0,13480687.268554239,12373977.700087575,18052376.134167153,155731722.78325418,408456421.2084308
26,2009-02-12,414100933.452309,116.43083219561099,617207.7255984889,1216550.0,1318298.0,12373977.700087575,18052376.134167153,155731722.78325418,408456421.2084308,34464929.63426768
27,2009-02-13,130882751.94350918,116.43083219561099,617207.7255984889,1216550.0,1318298.0,18052376.134167153,155731722.78325418,408456421.2084308,34464929.63426768,414100933.452309
28,2009-02-16,65036008.46855853,116.43083219561099,617207.7255984889,1216550.0,1318298.0,155731722.78325418,408456421.2084308,34464929.63426768,414100933.452309,130882751.94350918
29,2009-02-17,87954372.28379624,116.43083219561099,617207.7255984889,1216550.0,1318298.0,408456421.2084308,34464929.63426768,414100933.452309,130882751.94350918,65036008.46855853
30,2009-02-18,23623375.872742638,116.43083219561099,617207.7255984889,1216550.0,1318298.0,34464929.63426768,414100933.452309,130882751.94350918,65036008.46855853,87954372.28379624
31,2009-02-19,41547522.92011644,116.43083219561099,617207.7255984889,1216550.0,1318298.0,414100933.452309,130882751.94350918,65036008.46855853,87954372.28379624,23623375.872742638
32,2009-02-20,105063521.9406588,116.43083219561099,617207.7255984889,1216550.0,1318298.0,130882751.94350918,65036008.46855853,87954372.28379624,23623375.872742638,41547522.92011644
